word,synonyms
weever,"[""weeverfish""]"
unmelodically,"[""inharmoniously"", ""unmelodiously""]"
stack,"[""heap"", ""pack"", ""pile"", ""smokestack"", ""batch""]"
arugula,"[""rugula"", ""rocket"", ""roquette""]"
fut,"[""bafut""]"
odynia,"[""algia""]"
cove,"[""bloke"", ""chap"", ""bruce"", ""cave"", ""cavern"", ""dude"", ""fella"", ""feller"", ""friend"", ""geezer"", ""guy"", ""homey"", ""recess""]"
animator,"[""energizer""]"
saccharose,"[""sucrose""]"
blackening,"[""darkening""]"
whelp,"[""lioncelle"", ""pup"", ""puppy""]"
emersion,"[""emergence"", ""egress""]"
dirempted,"[""dirempt""]"
daily,"[""everyday"", ""quotidian"", ""help"", ""newspaper""]"
stud,"[""dog"", ""rivet"", ""scantling"", ""dot"", ""studhorse""]"
impudence,"[""cheek"", ""impertinence"", ""sauciness"", ""crust""]"
dieri,"[""kunari""]"
tattling,"[""blabbermouthed""]"
bahaha,"[""haha""]"
negotiation,"[""dialogue"", ""talks""]"
cloudberry,"[""bakeapple"", ""aqpik"", ""salmonberry""]"
seleno,"[""selen"", ""selenio""]"
humiliatingly,"[""demeaningly""]"
methsuximide,"[""mesuximide""]"
clippers,"[""nippers"", ""shears""]"
brandy,"[""horilka""]"
labellum,"[""lip""]"
fetter,"[""bind"", ""shackle"", ""tie"", ""hamper"", ""hobble"", ""shackles""]"
biscuity,"[""biscuitlike""]"
fluffiness,"[""downiness""]"
kinker,"[""performer""]"
inn,"[""rinn"", ""hostel""]"
compression,"[""compressing"", ""compaction"", ""condensation"", ""contraction""]"
albahaca,"[""basil""]"
endosarc,"[""endoplasta"", ""entoplasm""]"
iguassu,"[""iguazu""]"
bullheadedness,"[""stubbornness""]"
basswood,"[""linden""]"
gumption,"[""gumph"", ""backbone""]"
nief,"[""fist""]"
nowrooz,"[""noruz""]"
craniata,"[""vertebrata""]"
guilder,"[""florin"", ""gulden""]"
lectic,"[""lectical"", ""verbal""]"
aschematic,"[""schemaless""]"
riveter,"[""rivetter""]"
exploratory,"[""explorative""]"
includible,"[""includable"", ""inclusible""]"
anti,"[""un""]"
jumbal,"[""jumble""]"
kurrajong,"[""bottletree"", ""currajong""]"
howl,"[""holler"", ""roar"", ""howling"", ""ululate"", ""ululation"", ""wail"", ""wrawl"", ""yammer"", ""yaup"", ""yawl"", ""yowl""]"
thessaloniki,"[""salonica"", ""salonika"", ""thessalonica""]"
malicious,"[""evil"", ""ill"", ""malevolent"", ""vicious""]"
unchurch,"[""expel"", ""excommunicate""]"
fragmentization,"[""fragmentation""]"
groundsman,"[""groundkeeper"", ""groundskeeper""]"
illustrate,"[""dignify"", ""illuminate"", ""exemplify""]"
logomania,"[""logorrhea""]"
authenticator,"[""appraiser""]"
antwerp,"[""antwerpen""]"
wheresoever,"[""wherever""]"
bargeman,"[""lighterman""]"
coextensive,"[""conterminous""]"
shovegroat,"[""shuffleboard""]"
unbacked,"[""unassisted""]"
bafflegab,"[""gobbledygook"", ""framis""]"
dubitable,"[""doubtable"", ""doubtful"", ""uncertain""]"
grotto,"[""grot""]"
königshütte,"[""chorz\u00f3w""]"
brachiopod,"[""lampshell"", ""brachiopodous""]"
sportsaholic,"[""sportaholic""]"
confederation,"[""alliance"", ""confederacy"", ""federation"", ""league""]"
defaulting,"[""delinquent""]"
corticifugal,"[""corticoefferent""]"
swimwear,"[""swimsuit""]"
epiphanic,"[""epiphanal""]"
unmutilated,"[""unblemished""]"
cycadopsida,"[""cycadophyta"", ""cycadophytina""]"
sultana,"[""sultaness""]"
ningbonese,"[""ningbo""]"
melluco,"[""ulluco""]"
ecru,"[""beige""]"
englishism,"[""anglicism""]"
monograph,"[""treatise""]"
econazi,"[""ecocrazy""]"
laundress,"[""washwoman""]"
thinspo,"[""thinspiration""]"
sarcodine,"[""sarcodinian""]"
turned,"[""off"", ""sour""]"
rate,"[""grade"", ""order"", ""place"", ""range"", ""rank"", ""pace"", ""value""]"
ratable,"[""rateable""]"
breeched,"[""pantalooned""]"
swell,"[""ducky"", ""intumesce"", ""mushroom"", ""dandy"", ""toff"", ""well"", ""trendy"", ""tumefy"", ""tumesce""]"
bombic,"[""bombycine""]"
thinger,"[""thingamajigger""]"
canny,"[""clever"", ""careful"", ""savvy""]"
persecutress,"[""persecutrix""]"
whitetail,"[""carjacou""]"
folder,"[""directory"", ""booklet"", ""leaflet""]"
electroacoustic,"[""acoustoelectric""]"
kickpants,"[""lollies""]"
pertinaciousness,"[""pertinacity""]"
coltish,"[""frolicsome""]"
honeybun,"[""honeybunny""]"
leuc,"[""leuco"", ""leuko""]"
cot,"[""crib"", ""fingerstall""]"
thus,"[""frankincense"", ""therefore"", ""thusly""]"
polisher,"[""buffer""]"
surfboarder,"[""surfer""]"
leu,"[""leucine""]"
slovakian,"[""slovak""]"
introspection,"[""inlook""]"
paiute,"[""piute""]"
chromaffinoma,"[""pheochromocytoma""]"
shams,"[""scanger""]"
slovianski,"[""interslavic""]"
cyclical,"[""cyclic"", ""periodic""]"
coalcutterman,"[""cutterman""]"
trifluvienne,"[""trifluvian"", ""trifluvien""]"
e.g,"[""f.e"", ""frex"", ""v.g""]"
indurate,"[""anneal"", ""pachydermatous"", ""inure"", ""harden""]"
sonificator,"[""sonifier""]"
intersphere,"[""midsphere""]"
lineate,"[""lineated""]"
dramatically,"[""drastically"", ""enormously"", ""extremely"", ""significantly"", ""strikingly"", ""grossly""]"
scuttlebutt,"[""furphy"", ""gossip""]"
valine,"[""val""]"
zib,"[""zettabyte""]"
l,"[""50"", ""fifty"", ""lambert"", ""liter"", ""lev"", ""levo""]"
reckon,"[""balance"", ""count"", ""judge"", ""account"", ""calculate"", ""compute"", ""enumerate"", ""esteem"", ""estimate"", ""number"", ""repute"", ""value"", ""see"", ""think"", ""trust"", ""take""]"
furless,"[""bald"", ""hairless"", ""unfurred""]"
sport,"[""athletics"", ""boast"", ""feature"", ""mutant"", ""fun"", ""frolic"", ""sportsman"", ""sportswoman"", ""summercater""]"
untenable,"[""indefensible""]"
sedan,"[""saloon"", ""litter""]"
hausdorff,"[""t""]"
vivify,"[""animate""]"
nippy,"[""nipping""]"
ream,"[""cream""]"
accroach,"[""gripe"", ""usurp""]"
experiment,"[""experimentation""]"
diabolist,"[""satanist""]"
chantarelle,"[""chanterelle""]"
ammoniacal,"[""ammoniac""]"
cockle,"[""darnel"", ""pucker"", ""ripple""]"
commence,"[""begin"", ""start"", ""introduce""]"
splutter,"[""sputter"", ""spatter""]"
urocortisone,"[""tetrahydrocortisone""]"
rügen,"[""rugia""]"
perpetrator,"[""culprit"", ""arrestee""]"
calculate,"[""aim"", ""compute"", ""trust"", ""forecast"", ""account"", ""calculation"", ""cipher"", ""cypher"", ""direct"", ""estimate"", ""figure"", ""reckon""]"
expiation,"[""atonement"", ""propitiation"", ""purgation""]"
radioisotope,"[""radionuclide""]"
sodden,"[""soppy""]"
syrup,"[""hairpiece"", ""sirup""]"
cherubically,"[""angelically""]"
unshrinking,"[""unintimidated""]"
nunnish,"[""nunlike""]"
disaffected,"[""discontented"", ""disgruntled"", ""displeased"", ""dissatisfied""]"
gravestone,"[""headstone"", ""tombstone""]"
rhyme,"[""verse"", ""rime""]"
amazeballs,"[""awesomazing""]"
phencyclidine,"[""pcp""]"
nonheritable,"[""noninheritable""]"
photosensitize,"[""photosensitise""]"
gutting,"[""crushing"", ""guts""]"
halo,"[""glory"", ""aureole"", ""aura"", ""ring"", ""nimbus""]"
procuracy,"[""procuratorate""]"
clinkstone,"[""phonolite""]"
unaffixed,"[""loose""]"
adulthood,"[""maturity""]"
hireling,"[""flunky"", ""lackey"", ""mercenary"", ""pensionary""]"
crp,"[""creep""]"
basl,"[""bsv""]"
parrotling,"[""parrotlet""]"
masticate,"[""chew""]"
supergeeky,"[""supernerdy"", ""ubergeeky"", ""ubernerdy"", ""ultrageeky"", ""ultranerdy""]"
satirist,"[""ironist"", ""ridiculer"", ""satirizer""]"
sloppy,"[""careless"", ""neglected"", ""negligent"", ""slapdash"", ""slipshod"", ""slovenly"", ""haphazard"", ""overemotional"", ""waterlogged""]"
holm,"[""eyot"", ""ilex""]"
embrasure,"[""port""]"
collection,"[""accumulation"", ""aggregation"", ""assemblage"", ""assembling"", ""collecting"", ""solicitation"", ""compendium"", ""group"", ""set""]"
forebrain,"[""prosencephalon""]"
vice,"[""blemish"", ""frailty""]"
felineness,"[""felinity""]"
celerity,"[""quickness"", ""rapidity"", ""rapidness"", ""speediness"", ""swiftness""]"
countryless,"[""citizenshipless"", ""nationless"", ""stateless""]"
myxoid,"[""mucoid"", ""mucous""]"
dehydratase,"[""dehydrase""]"
thioglycolate,"[""mercaptoacetate""]"
pythia,"[""pythoness""]"
varment,"[""varmint""]"
hyperconnectedness,"[""hyperconnectivity""]"
secularization,"[""secularisation""]"
sherlocky,"[""holmesish""]"
ridgehead,"[""bigscale""]"
siblinghood,"[""siblingship""]"
aerobatics,"[""acrobatics""]"
richtly,"[""abundantly"", ""amply"", ""aplenty""]"
lacerta,"[""lacertid""]"
malleability,"[""plasticity""]"
foresnaffle,"[""withstrain""]"
doubt,"[""doubtfulness"", ""dubiety"", ""dubiousness"", ""hesitate"", ""incertitude"", ""misgiving"", ""question"", ""uncertainty""]"
cwt,"[""hundredweight""]"
omnivore,"[""meatarian""]"
wales,"[""cambria"", ""cymru"", ""principality"", ""welshland""]"
mutable,"[""changeable"", ""nonimmutable"", ""uncertain""]"
matteuccia,"[""pteretis""]"
underlaughter,"[""snickering""]"
magnetoplasmadynamics,"[""mpd""]"
butat,"[""butut""]"
heraldric,"[""heraldic""]"
tubist,"[""tubaist""]"
sitter,"[""babysitter""]"
amplification,"[""auxesis"", ""elaboration"", ""gain""]"
foxberry,"[""cowberry"", ""lingonberry""]"
inglorious,"[""disgraceful"", ""shameful"", ""shamefaced""]"
gastroprokinetic,"[""gastrokinetic""]"
parazoan,"[""sponge""]"
diaeresis,"[""trema"", ""tr\u00e9ma"", ""umlaut""]"
afgod,"[""idol""]"
mrt,"[""mri""]"
amphitheater,"[""amphitheatre"", ""coliseum""]"
poikilotherm,"[""ectotherm"", ""poikilothermic""]"
surmullet,"[""goatfish""]"
fortify,"[""castle"", ""fence"", ""fort"", ""strengthen"", ""arm"", ""spike"", ""incastle"", ""nerve"", ""undergird""]"
mistic,"[""mistico""]"
extrinsicality,"[""extrinsicness""]"
passport,"[""pass"", ""recommendation""]"
retentiveness,"[""retention"", ""memory"", ""retentivity""]"
automatonlike,"[""automatic"", ""machinelike"", ""robotic"", ""robotlike""]"
ydamned,"[""damned""]"
multinational,"[""transnational""]"
festival,"[""feast"", ""fete""]"
undeceitful,"[""nondeceitful""]"
afm,"[""af""]"
cicatrise,"[""cicatrize""]"
flake,"[""chip"", ""bit"", ""eccentric"", ""snowflake""]"
ceremonially,"[""ceremoniously"", ""ritually""]"
met,"[""metropol"", ""methionine""]"
twink,"[""chicken"", ""poof""]"
counterspy,"[""mole""]"
hothr,"[""hoder""]"
keenness,"[""acumen"", ""sharpness"", ""acuteness"", ""eagerness""]"
geekosphere,"[""geekdom""]"
unalterably,"[""immutably"", ""inalterably"", ""unassailably""]"
gibibit,"[""gibit"", ""gigabit""]"
reair,"[""rerun""]"
pulpy,"[""squashy""]"
lark,"[""whim"", ""escapade"", ""meadowlark"", ""pipit"", ""frolic""]"
stimulant,"[""excitant"", ""psychostimulant"", ""stimulating"", ""stimulation""]"
colorimetric,"[""colorimetrical""]"
motorize,"[""mechanize""]"
primary,"[""primal"", ""chief"", ""elementary""]"
costlessly,"[""freely""]"
duraluminum,"[""duralumin""]"
perthite,"[""perthian""]"
prognosticator,"[""foreteller"", ""forecaster""]"
alertness,"[""alerting"", ""watchfulness""]"
tawny,"[""fulvous""]"
treasuries,"[""treasury""]"
scorekeeper,"[""scorer""]"
bloodthirstiness,"[""bloodiness""]"
pillow,"[""cushion"", ""rest""]"
summarise,"[""recap"", ""summarize""]"
maraud,"[""loot"", ""foray"", ""plunder""]"
inexhaustible,"[""indefatigable"", ""unflagging"", ""unlimited"", ""unwearying""]"
lustreless,"[""lackluster"", ""lacklustre"", ""unlustrous""]"
realtone,"[""mastertone""]"
specialism,"[""specialization""]"
bewrite,"[""describe""]"
toxoid,"[""anatoxin""]"
unmannerly,"[""impolite"", ""mannerless"", ""discourteous"", ""rude"", ""uncivil""]"
numdah,"[""nammad""]"
sizing,"[""size""]"
czechia,"[""bohemian"", ""czechland""]"
lessening,"[""decrease"", ""diminishment"", ""diminution""]"
noncompliance,"[""disobedience""]"
châteaus,"[""ch\u00e2teaux""]"
headlessly,"[""acephalously""]"
illiterate,"[""analphabetic"", ""ignorant"", ""unlettered"", ""unversed"", ""analphabet"", ""nonreader""]"
lemberg,"[""lviv""]"
amber,"[""ambergris"", ""yellow"", ""gold""]"
esthonia,"[""estonia""]"
hareem,"[""harem""]"
teleport,"[""beam""]"
emphasize,"[""betone"", ""stress"", ""underscore"", ""reinforce""]"
concorporeal,"[""concorporal""]"
nailbed,"[""quick""]"
taping,"[""tape""]"
disband,"[""dissolve""]"
unpolluted,"[""uncontaminated""]"
resurgence,"[""resurrection"", ""revival""]"
townwide,"[""citywide""]"
detonator,"[""cap"", ""torpedo""]"
greenlandish,"[""greenlandic"", ""kalaallisut""]"
backlog,"[""reserve""]"
probly,"[""prob'ly"", ""prolly""]"
skeptical,"[""disbelieving"", ""sceptical""]"
sob,"[""cry"", ""oob"", ""asshole"", ""sobbing""]"
quizzical,"[""questioning"", ""mocking""]"
overdependent,"[""overreliant""]"
vocalism,"[""voice""]"
popularize,"[""generalise"", ""generalize"", ""popularise"", ""vulgarise"", ""vulgarize""]"
tannin,"[""e181""]"
erect,"[""upright"", ""tumid"", ""build"", ""construct"", ""raise"", ""rear"", ""vertical""]"
changeover,"[""changing"", ""conversion"", ""relief""]"
bornite,"[""erubescite""]"
gallon,"[""congius"", ""gal""]"
pourboire,"[""gratuity""]"
domable,"[""domesticable"", ""tamable"", ""domesticatable"", ""tameable""]"
opaqueness,"[""opacity""]"
monovalent,"[""univalent""]"
cretin,"[""idiot"", ""drongo""]"
gomuti,"[""ejoo""]"
madling,"[""maniac""]"
dispensatorily,"[""dispensatively""]"
tenonectomy,"[""tenectomy""]"
dependableness,"[""dependability""]"
cyamepromazine,"[""cyamemazine""]"
federated,"[""federate""]"
afield,"[""away"", ""abroad""]"
zhongdu,"[""beijing"", ""peking""]"
doublespeak,"[""doubletalk""]"
juicer,"[""reamer"", ""drinker""]"
socialization,"[""acculturation"", ""enculturation"", ""socialisation"", ""socialising"", ""socializing""]"
indetectable,"[""undetectable""]"
hellenistic,"[""hellenic""]"
negligent,"[""careless"", ""derelict"", ""heedless"", ""neglectful"", ""sloppy"", ""slovenly""]"
arrivals,"[""arrival"", ""provisioning"", ""supply"", ""victualling""]"
eadwig,"[""edwy""]"
papilloma,"[""villoma""]"
sinendé,"[""s\u00e8k\u00e8r\u00e8""]"
forestallment,"[""determent"", ""deterrence"", ""preclusion""]"
scorner,"[""sneerer""]"
joppa,"[""jaffa""]"
bombproof,"[""shellproof""]"
malarkey,"[""bullshit"", ""wind""]"
ropedancer,"[""ropewalker""]"
amidships,"[""amidship"", ""midships""]"
movable,"[""transportable"", ""chattel"", ""personalty"", ""relocatable""]"
ricochet,"[""carom"", ""bounce""]"
tarpin,"[""turpentine""]"
sticky,"[""gluey"", ""gooey"", ""stick"", ""embarrassing"", ""mucilaginous"", ""steamy""]"
reax,"[""reaction"", ""reactions""]"
flavorless,"[""insipid"", ""flavourless""]"
bunk,"[""balderdash"", ""buncombe"", ""berth"", ""nonsense"", ""run"", ""beat"", ""bunkum"", ""guff"", ""hogwash"", ""rot""]"
stray,"[""deviate"", ""drift"", ""err"", ""misguided"", ""isolated"", ""digress"", ""roll"", ""strayed""]"
trichromatic,"[""trichrome"", ""tricolor"", ""tricolour""]"
afrophobe,"[""blackophobe"", ""negrophobe""]"
seaweedy,"[""seaweedlike""]"
parceling,"[""allotment""]"
rapidly,"[""expeditiously"", ""quickly"", ""speedily""]"
ounce,"[""\u2125"", ""oz""]"
titillation,"[""tickle""]"
wimpy,"[""wimpish""]"
maxilloturbinate,"[""maxilloturbinal""]"
preponderate,"[""outbalance"", ""outweigh"", ""overbalance"", ""predominate""]"
originalness,"[""originality""]"
godwit,"[""yarwhelp""]"
aposelene,"[""apolune""]"
contradistinctiveness,"[""contradistinctive""]"
artiodactyl,"[""artiodactylous""]"
tashmit,"[""tashmitum""]"
tieback,"[""pullback""]"
whitey,"[""honkey"", ""honkie"", ""honky"", ""peckerwood"", ""cracker"", ""wonderbread""]"
assegai,"[""assagai""]"
sawbones,"[""surgeon""]"
thinkability,"[""thinkableness""]"
nonvacuum,"[""nonemptiness""]"
prefatorial,"[""introductory""]"
amiableness,"[""amiability"", ""affability"", ""affableness"", ""agreeability"", ""agreeableness"", ""amenity"", ""congeniality"", ""congenialness"", ""cordiality"", ""cordialness"", ""friendliness"", ""geniality"", ""genialness"", ""pleasantness"", ""sociability"", ""sociableness"", ""warmth""]"
genuflexion,"[""genuflection""]"
lumbermill,"[""sawmill""]"
tragedian,"[""tragedist""]"
trihydroxybenzene,"[""benzenetriol"", ""hydroxyquinol"", ""phloroglucinol"", ""pyrogallol""]"
forego,"[""abandon"", ""abdicate"", ""forfeit"", ""forgo"", ""predate"", ""precede""]"
4x2,"[""2wd"", ""2x4"", ""4x2x2""]"
wifelkin,"[""wifelet""]"
pizzazz,"[""dynamism""]"
theopneustic,"[""theopneusted""]"
antifebrile,"[""antifever"", ""febricide""]"
impasse,"[""aporia"", ""deadlock"", ""standstill""]"
concestor,"[""cenancestor"", ""luca""]"
hospitality,"[""guestfriendliness"", ""guestfriendship""]"
kitschy,"[""corny"", ""sentimental""]"
ake,"[""aike""]"
fear,"[""awe"", ""dismay"", ""dread"", ""concern"", ""afraid"", ""revere"", ""reverence"", ""fearfulness"", ""fright"", ""horror"", ""unease"", ""veneration""]"
cloridarol,"[""clobenfurol""]"
acidoglycoprotein,"[""orosomucoid""]"
slopingly,"[""slantingly""]"
vineyard,"[""vinery""]"
phenothiazine,"[""thiodiphenylamine""]"
unelastic,"[""inelastic"", ""inflexible""]"
magisterially,"[""authoritatively"", ""dictatorially""]"
glib,"[""artful"", ""facile"", ""flippant"", ""fluent"", ""ready"", ""slippery"", ""smooth"", ""talkative"", ""voluble"", ""pat"", ""slick"", ""suave""]"
voiding,"[""elimination""]"
proportionality,"[""proportion""]"
overcasting,"[""overcast""]"
implicate,"[""entangle"", ""entail"", ""involve""]"
savvy,"[""canny"", ""understanding"", ""sussed""]"
tummyache,"[""bellyache"", ""stomachache""]"
forethought,"[""caution"", ""premeditation""]"
regioselective,"[""regiospecific""]"
unfun,"[""funlessness""]"
raver,"[""ranter""]"
baste,"[""clobber"", ""basting"", ""tack"", ""tacking""]"
quechan,"[""yuma""]"
tussore,"[""tussah""]"
gabun,"[""gabon""]"
hypersensitive,"[""hypersensitised""]"
neighbourhood,"[""district"", ""environs"", ""locality"", ""nearness"", ""propinquity"", ""vicinage"", ""vicinity"", ""neighborhood"", ""surroundings""]"
agarwood,"[""agalloch""]"
fluoridise,"[""fluoridate""]"
bouffant,"[""puffy""]"
subrogate,"[""substitute"", ""surrogate""]"
colossus,"[""behemoth"", ""giant"", ""heavyweight"", ""titan""]"
praesidium,"[""presidium""]"
avenge,"[""bewreak"", ""punish"", ""revenge"", ""spite""]"
spoof,"[""burlesque"", ""lampoon"", ""parody"", ""hoax"", ""satirise"", ""sprog""]"
cheapskate,"[""cheap"", ""miser"", ""skinflint"", ""tightwad""]"
stronghold,"[""donjon"", ""fastness"", ""hold"", ""bastion"", ""bulwark"", ""fortress""]"
stodgily,"[""stuffily""]"
fbs,"[""cordocentesis"", ""pubs""]"
preindication,"[""augury""]"
craptacular,"[""crapperific"", ""craptastic""]"
adonean,"[""adonic""]"
botany,"[""vegetation"", ""phytobiology"", ""phytology""]"
rn,"[""radon""]"
sole,"[""only"", ""pelma"", ""resole"", ""exclusive"", ""solitary"", ""planta"", ""soleid""]"
jörmungandr,"[""mi\u00f0gar\u00f0sormr""]"
inu,"[""ins"", ""irs""]"
following,"[""adherents"", ""after"", ""coming"", ""followers"", ""next"", ""undermentioned"", ""pursuit"", ""supporters""]"
sharpshoot,"[""snipe""]"
babylonia,"[""mesopotamia"", ""chaldaea"", ""chaldea""]"
technetium,"[""masurium"", ""tc""]"
rapper,"[""knocker""]"
biology,"[""biota""]"
yellowy,"[""yellowish""]"
nakedhood,"[""nakedness""]"
oddments,"[""hodgepodge"", ""farrago"", ""hotchpotch"", ""melange"", ""mishmash"", ""ragbag""]"
incrimination,"[""blame"", ""inculpation""]"
frapp,"[""frappuccino""]"
xylenol,"[""dimethylphenol""]"
debuff,"[""nerf""]"
necessitate,"[""ask"", ""compel"", ""demand"", ""entail"", ""involve"", ""need"", ""postulate"", ""require"", ""take""]"
kananga,"[""luluabourg""]"
superiorness,"[""superiority""]"
broccolini,"[""asparation"", ""tenderstem""]"
consensus,"[""agreement"", ""unanimity""]"
minicd,"[""cd3""]"
overfill,"[""flood""]"
pix,"[""pyx""]"
encased,"[""cased"", ""incased""]"
naming,"[""appellative"", ""appointment""]"
elastic,"[""stretchable"", ""stretchy"", ""pliable"", ""springy""]"
immovable,"[""immoveable""]"
normethisterone,"[""normethandrone""]"
riotous,"[""debauched"", ""ragmatical"", ""degenerate"", ""disruptive"", ""exuberant""]"
slamfire,"[""bumpfire""]"
sanctionative,"[""sanctioning""]"
behead,"[""decapitate"", ""decollate""]"
unsuitable,"[""inadequate"", ""inappropriate"", ""unbecoming"", ""undesirable"", ""inapplicable"", ""wrong""]"
nanosatellite,"[""nanosat""]"
bickering,"[""bicker"", ""feud""]"
mononuclear,"[""mononucleate""]"
govern,"[""regulate"", ""rule"", ""ruling""]"
oxyhyponitrite,"[""hydroxynitramide""]"
instigator,"[""firebrand"", ""inciter"", ""initiator"", ""instigant"", ""troublemaker"", ""provoker""]"
ventilation,"[""airing"", ""breathing""]"
drowsing,"[""dozy"", ""drowsy""]"
vesica,"[""bladder""]"
comfortless,"[""desolate""]"
overcloud,"[""bedim""]"
queef,"[""cunt""]"
excitedly,"[""enthusiastically""]"
existential,"[""experiential""]"
sphenoethmoid,"[""sphenethmoid""]"
oxygenize,"[""oxygenise"", ""oxygenate""]"
rural,"[""nonurban"", ""campestral"", ""landly""]"
hydroxytoluene,"[""cresol""]"
scouse,"[""liver"", ""liverpudlian"", ""lobscouse""]"
netherlandish,"[""dutch""]"
asomtavruli,"[""mrgvlovani""]"
samba,"[""obeche""]"
woodwindist,"[""woodwinder""]"
independently,"[""autonomously"", ""severally""]"
watchstrap,"[""watchband""]"
squandered,"[""wasted""]"
predominant,"[""dominant"", ""predominating"", ""preponderating"", ""prevailing"", ""prevalent"", ""rife"", ""supreme""]"
forbid,"[""ban"", ""disallow"", ""prohibit"", ""veto"", ""prevent"", ""interdict"", ""nix"", ""proscribe""]"
dominion,"[""realm"", ""sovereignty"", ""district"", ""empery"", ""imperium"", ""rule""]"
woolly,"[""flocculent"", ""lanate""]"
therapist,"[""healer""]"
tosyl,"[""phenylmethylsulfonyl"", ""ptosyl""]"
street,"[""road"", ""way""]"
muslimhood,"[""muslimdom"", ""muslimship""]"
metazoan,"[""metazoic""]"
swad,"[""bunch""]"
adscripted,"[""adscript""]"
patronisingly,"[""condescendingly""]"
anubis,"[""anpu""]"
peritomy,"[""peritectomy""]"
coralline,"[""coral"", ""coralloid"", ""coralloidal""]"
prestige,"[""prestigiousness""]"
neofan,"[""fanling""]"
kuenlun,"[""kunlun""]"
valvula,"[""valvule""]"
strobile,"[""cone""]"
alabamian,"[""alabaman""]"
blackout,"[""amnesia"", ""blackwash"", ""brownout"", ""dimout""]"
mastertone,"[""realtone"", ""truetone""]"
proposer,"[""mover"", ""suggester""]"
came,"[""by""]"
anuran,"[""batrachian"", ""frog"", ""salientian""]"
chinookan,"[""chinook""]"
parturious,"[""parturient""]"
unstreamlined,"[""nonstreamlined""]"
colitis,"[""colonitis""]"
unwaged,"[""unpaid"", ""unsalaried"", ""wageless""]"
baic,"[""bai""]"
contusion,"[""bruise""]"
humour,"[""humor"", ""amusingness"", ""bent"", ""comedy"", ""drollery"", ""mood"", ""pleasantry"", ""state"", ""temper"", ""wit""]"
preached,"[""praught""]"
allowingly,"[""approvingly"", ""permittedly""]"
cancellated,"[""cancellate"", ""cancellous""]"
mflop,"[""megaflop""]"
encyclopedic,"[""encyclopaedical"", ""encyclopediac"", ""encyclopediacal"", ""encyclopedial"", ""encyclopedian"", ""encyclopedical"", ""encyclopaedic""]"
semicategory,"[""semigroupoid""]"
polarize,"[""polarise""]"
trustor,"[""settlor"", ""donor"", ""grantor""]"
instillation,"[""instillment"", ""instilment""]"
wontish,"[""wonted""]"
demasculinize,"[""emasculate""]"
hircite,"[""hircine""]"
talcum,"[""talc""]"
uniparous,"[""primiparous""]"
frenemy,"[""betrayer"", ""palhole"", ""traitor""]"
arithmetical,"[""arithmetic""]"
humbling,"[""humiliating""]"
monofilament,"[""monofil""]"
reading,"[""indication"", ""pericope"", ""interpretation"", ""recitation""]"
soothingly,"[""pacifically""]"
betrothal,"[""affiance"", ""betrothment"", ""espousal"", ""engagement"", ""troth""]"
necessaries,"[""essentials""]"
recreate,"[""amuse"", ""encourage"", ""animate"", ""cheer"", ""play""]"
standardiser,"[""standardizer""]"
annotation,"[""annotating"", ""note""]"
megrim,"[""hemicrania"", ""migraine""]"
sacredly,"[""religiously""]"
osmiridium,"[""iridosmine""]"
unremittingly,"[""incessantly""]"
traverse,"[""cover"", ""cross"", ""deny"", ""track"", ""transom"", ""traversal"", ""trave"", ""crisscross""]"
plundered,"[""looted"", ""pillaged"", ""ransacked""]"
kuwait,"[""koweit""]"
unimprisoned,"[""unconfined"", ""free"", ""unincarcerated""]"
furfag,"[""furfan""]"
sailboarder,"[""windsurfer""]"
compartmentalize,"[""compartmentalise""]"
incrust,"[""encrust""]"
magistrate,"[""judge"", ""justiciary"", ""master""]"
marbleization,"[""marbleisation"", ""marbleising"", ""marbleizing""]"
saunterer,"[""ambler"", ""stroller""]"
imbibition,"[""drinking""]"
albaspine,"[""hawthorn""]"
verthandi,"[""verdandi""]"
ornateness,"[""elaborateness"", ""grandiosity""]"
convivially,"[""amicably""]"
earthican,"[""earthling"", ""terran""]"
diphenadione,"[""diphacinone""]"
heritiera,"[""terrietia""]"
rodomontade,"[""braggadocio""]"
calculating,"[""calculative"", ""conniving"", ""scheming"", ""shrewd""]"
scorpio,"[""\u264f"", ""scorpion"", ""scorpius""]"
unadd,"[""subtract""]"
broette,"[""brosephine"", ""ladybro""]"
codification,"[""code""]"
financially,"[""pecuniarily""]"
squamiform,"[""scalelike""]"
fiddlestick,"[""bow""]"
devilize,"[""devilise"", ""diabolise"", ""diabolize""]"
papoose,"[""pappoose""]"
atonic,"[""unaccented""]"
pod,"[""cabin"", ""cod"", ""capsule"", ""seedcase"", ""seedpod""]"
slavist,"[""slavicist""]"
numbed,"[""insensitive""]"
cybercommerce,"[""cyberbusiness""]"
hove,"[""heaved""]"
œstromania,"[""nymphomania""]"
keytop,"[""keycap""]"
belvedere,"[""gazebo""]"
smiling,"[""bright"", ""smiley"", ""beamish"", ""smile""]"
hiddenly,"[""invisibly""]"
analog,"[""analogue""]"
illation,"[""inference""]"
noncomprehensive,"[""incomprehensive""]"
opepe,"[""bilinga""]"
polysyllabically,"[""multisyllabically""]"
rigidification,"[""stiffening""]"
nasoscope,"[""rhinoscope""]"
woodhewer,"[""woodcreeper""]"
asthenic,"[""debilitated""]"
sew,"[""stitch"", ""tailor""]"
disdainable,"[""contemptible"", ""despisable""]"
