word,synonyms
wished,"[""wisht""]"
commodification,"[""commercialization"", ""commoditization""]"
communicate,"[""afford"", ""commune"", ""convey"", ""intercommunicate"", ""pass"", ""reveal""]"
desalinise,"[""desalinate"", ""desalt""]"
plea,"[""plaidoyer"", ""supplication""]"
berberis,"[""barberry""]"
trilobated,"[""trilobate"", ""trilobed""]"
tecumseh,"[""tecumtha""]"
nonsense,"[""bunk"", ""fiddlefart"", ""hokum"", ""meaninglessness"", ""nonsensical"", ""falderal"", ""nonsensicality"", ""piffle""]"
nintoo,"[""nintu""]"
clx,"[""160""]"
humans,"[""world""]"
generate,"[""create"", ""engender"", ""beget"", ""render"", ""pull""]"
coronet,"[""ensign"", ""crown""]"
domanial,"[""domainal""]"
airtight,"[""hermetic""]"
ultra,"[""extremist"", ""radical"", ""supra"", ""ultraroyalist""]"
login,"[""logon"", ""username""]"
southly,"[""southerly""]"
sunberry,"[""wonderberry""]"
multiphaser,"[""polyphaser""]"
sinuousness,"[""sinuosity""]"
astatine,"[""alabamine"", ""at""]"
chechnya,"[""chechenia""]"
psittacosaurus,"[""psittacosaur""]"
unceilinged,"[""ceilingless""]"
valency,"[""degree"", ""valence""]"
linguistically,"[""lingually""]"
artillerist,"[""artilleryman"", ""gunner""]"
microcephaly,"[""microcephalus"", ""microcephalia"", ""microcephalism"", ""nanocephaly""]"
textbookish,"[""schoolbookish""]"
sulkiness,"[""huffishness"", ""moroseness"", ""sourness"", ""sulk"", ""sullenness""]"
clinker,"[""lapstrake"", ""cinder""]"
asteriotoxin,"[""asteriosaponin""]"
acreage,"[""area""]"
disentangle,"[""disengage"", ""unbraid"", ""untangle"", ""comb"", ""extricate"", ""unwind"", ""disinvolve"", ""unentangle"", ""unravel"", ""unsnarl""]"
misfunction,"[""malfunction""]"
superdollar,"[""superbill"", ""supernote""]"
zechariah,"[""zacharias""]"
blunten,"[""blunt""]"
ensuant,"[""accompanying""]"
malediction,"[""curse"", ""imprecation""]"
scalloped,"[""crenate"", ""crenated"", ""bake""]"
scrum,"[""goatfuck"", ""scrummage""]"
missioner,"[""missionary""]"
musicless,"[""songless""]"
porcini,"[""cep"", ""c\u00e8pe""]"
ikigage,"[""busaa""]"
flatware,"[""cutlery"", ""silver""]"
kiev,"[""kyyiv"", ""rus""]"
lax,"[""lenient"", ""loose"", ""permissive"", ""slack"", ""salmon""]"
vinburnine,"[""eburnamonine""]"
stygobiont,"[""stygiobiont""]"
kishinev,"[""chisinau""]"
commerce,"[""trade"", ""commercialism"", ""intercourse"", ""mercantilism""]"
bipyramid,"[""dipyramid""]"
shmaltz,"[""schmaltz""]"
sacramentalism,"[""sacramentarianism""]"
lienor,"[""lienee""]"
disreputability,"[""unrespectability"", ""disreputableness""]"
vehemence,"[""emphasis"", ""ferocity"", ""heat""]"
blastoff,"[""shot"", ""start""]"
distinguishing,"[""differentiation"", ""parameter""]"
decorative,"[""cosmetic"", ""fancy"", ""ornamental""]"
carpellate,"[""pistillate""]"
chide,"[""admonish"", ""reprehend"", ""lambast""]"
nontechnology,"[""nontech""]"
triandrous,"[""triandrian""]"
algenib,"[""mirfak""]"
convictism,"[""transportation""]"
chantlike,"[""intoned"", ""singsong""]"
bookjacket,"[""dustcover""]"
rebaptise,"[""rename""]"
testudines,"[""chelonia""]"
dialectologist,"[""phonetician""]"
noninheritable,"[""nonheritable""]"
subgenus,"[""subg""]"
blouse,"[""bodice""]"
panderer,"[""pimp"", ""procurer""]"
nautch,"[""nauch""]"
psocoptera,"[""corrodentia""]"
storky,"[""gangling""]"
demonolatry,"[""diabolatry""]"
infamy,"[""notoriety"", ""opprobrium""]"
fibrolite,"[""sillimanite""]"
trackman,"[""platelayer""]"
histodialysis,"[""histolysis""]"
nyaope,"[""whoonga""]"
itching,"[""itch""]"
nectarous,"[""ambrosian""]"
draftsman,"[""draftsperson"", ""draughtsman"", ""drawer""]"
compound,"[""combine"", ""composite"", ""colonial"", ""gaol"", ""amalgam"", ""agree"", ""assemble"", ""augment"", ""settle"", ""intensify"", ""conjugate"", ""nelarabine""]"
oestrone,"[""estrone""]"
haircut,"[""hairdo"", ""hairstyle""]"
moshe,"[""moses""]"
chattel,"[""movable""]"
tomatillo,"[""jamberry"", ""miltomate""]"
dumpster,"[""skip"", ""dustbin""]"
unemotional,"[""dispassionate"", ""reticent""]"
scrubs,"[""gown""]"
unterraced,"[""nonterraced""]"
terrify,"[""appal"", ""dismay"", ""horrify"", ""scare"", ""startle"", ""affray"", ""affright"", ""frighten"", ""terrorise"", ""terrorize""]"
musicality,"[""musicalness""]"
euphonical,"[""euphonic""]"
author,"[""bookwright"", ""generator"", ""writer"", ""causer"", ""fabulator"", ""write""]"
krk,"[""veglia""]"
recollective,"[""retentive""]"
coulter,"[""colter""]"
armguard,"[""bracer""]"
deprogram,"[""mindwipe""]"
abortion,"[""aborticide"", ""cancellation"", ""misbirth"", ""miscarriage""]"
berit,"[""berith""]"
transient,"[""brief"", ""ephemeral"", ""fleeting"", ""flighty"", ""fugacious"", ""passing"", ""temporary"", ""transitory"", ""transeunt"", ""homeless"", ""itinerant""]"
stonyhearted,"[""hardhearted"", ""unfeeling""]"
southward,"[""southbound"", ""south"", ""southwardly"", ""southwards""]"
adherence,"[""attachment"", ""adhesiveness"", ""adhesion"", ""faithfulness""]"
metameric,"[""segmental"", ""segmented""]"
horn,"[""armor"", ""armour"", ""cornet"", ""tusk""]"
disconnect,"[""detach"", ""disconnector"", ""gulf"", ""dissociate"", ""unplug"", ""disconnection"", ""divorce"", ""part""]"
kashgar,"[""kashi""]"
losings,"[""losses""]"
watercolourist,"[""watercolorist""]"
rest,"[""breathe"", ""cradle"", ""ease"", ""quietus"", ""relax"", ""relaxation"", ""remain"", ""remaining"", ""repose"", ""reside"", ""break"", ""peace"", ""sleep"", ""lave"", ""remainder"", ""respite"", ""be"", ""breather"", ""lay"", ""lean"", ""relieve"", ""stay"", ""perch"", ""pillow"", ""lie""]"
subcultrate,"[""subcultrated""]"
chronically,"[""inveterate""]"
wellbeing,"[""eudaemonia"", ""eudaimonia"", ""upbeat"", ""welfare""]"
cytogeny,"[""cytogenesis""]"
separatism,"[""separationism"", ""segregation""]"
programmer,"[""coder""]"
bracket,"[""braces"", ""parenthesis"", ""benchmark"", ""parentheses""]"
diffusive,"[""disseminative""]"
propenultimate,"[""antepenultimate""]"
mic,"[""microphone""]"
antimonite,"[""stibnite""]"
greening,"[""rejuvenation""]"
retrospectively,"[""hindsightly""]"
teenaged,"[""adolescent"", ""teen"", ""teenage""]"
trimmer,"[""pruner""]"
exuperancy,"[""exuperance""]"
fiddler,"[""fiddlist"", ""tinkerer"", ""twiddler"", ""violinist""]"
changeling,"[""oaf"", ""swapling"", ""turncoat"", ""idiot"", ""dullard""]"
redwork,"[""scarletwork""]"
tranquilize,"[""quieten"", ""appease"", ""assuage"", ""calm"", ""soothe"", ""sedate""]"
20,"[""twenty"", ""twoty"", ""xx""]"
arched,"[""vaulted"", ""arciform""]"
buff,"[""aficionado"", ""wax"", ""devotee"", ""revamp"", ""fan"", ""buffet"", ""buffer"", ""burnish"", ""furbish"", ""hench""]"
shindy,"[""shindig""]"
mnemonist,"[""mnemonicist""]"
erythrolysin,"[""hemolysin""]"
slipperiness,"[""rascality"", ""slickness""]"
spivvish,"[""spivvy""]"
beehive,"[""hive""]"
reload,"[""recharge""]"
tbilisi,"[""tiflis""]"
victim,"[""dupe""]"
anapurna,"[""annapurna"", ""parvati""]"
assert,"[""affirm"", ""asseverate"", ""aver"", ""insist"", ""claim"", ""maintain""]"
goddammit,"[""drat""]"
veil,"[""curtain"", ""caul"", ""obscure""]"
inescapable,"[""ineludible"", ""ineluctable"", ""inevitable"", ""unavoidable""]"
reconnoitering,"[""scouting""]"
jackrabbit,"[""jack""]"
prioritized,"[""priority""]"
tidings,"[""account"", ""news""]"
unevenly,"[""haphazardly"", ""unequally"", ""raggedly""]"
colligation,"[""junction""]"
sunflower,"[""helianthus""]"
hiccup,"[""hiccough"", ""problemette"", ""singultus""]"
blaspheme,"[""curse"", ""cuss""]"
forlorn,"[""derelict"", ""desolate"", ""forsaken""]"
jin,"[""chinese"", ""jinjiang"", ""jinshui"", ""jinzhou"", ""jurchen"", ""kim"", ""changjiang""]"
anointment,"[""anointing""]"
autochthony,"[""indigenousness""]"
sacto,"[""sacratomato""]"
bettership,"[""betterhood""]"
unsociableness,"[""unsociability""]"
unentitled,"[""unqualified""]"
esurient,"[""devouring"", ""rapacious""]"
quartation,"[""inquartation""]"
flyfisher,"[""flyfisherman"", ""flyfisherwoman""]"
hardback,"[""hardcover"", ""hardbacked""]"
doggonit,"[""goldarned""]"
caprylate,"[""octanoate""]"
watchband,"[""bracelet"", ""watchstrap"", ""wristband""]"
kelvin,"[""k""]"
branchiopodous,"[""branchiopod""]"
tedium,"[""drudgery"", ""boredom"", ""tediousness""]"
fieldly,"[""fieldish""]"
hunkish,"[""hunky""]"
polypropene,"[""polypropylene""]"
fem,"[""fea""]"
listen,"[""hear"", ""agree"", ""attend"", ""await"", ""eavesdrop"", ""hearken"", ""heed"", ""obey"", ""observe""]"
endwork,"[""product""]"
immaculately,"[""cleanly"", ""flawlessly"", ""impeccably""]"
devolve,"[""degenerate"", ""deteriorate"", ""fall"", ""drop""]"
titin,"[""connectin""]"
inculpable,"[""irreproachable""]"
noncrucial,"[""noncritical""]"
learned,"[""cultured"", ""educated"", ""erudite"", ""brainy"", ""knowledgeable"", ""conditioned"", ""sapient""]"
zip,"[""nix"", ""whee"", ""whizz"", ""zing"", ""energy"", ""nothing"", ""zipper""]"
cephalostat,"[""cephalometer""]"
flask,"[""bottle"", ""flacon"", ""phial"", ""vial"", ""flaskful""]"
pointillist,"[""pointillistic""]"
partially,"[""part"", ""partly""]"
loge,"[""box""]"
gob,"[""cakehole"", ""goaf"", ""trap"", ""mariner"", ""gobbin"", ""gub""]"
huainan,"[""wu""]"
associative,"[""associatory""]"
mainstay,"[""anchor"", ""pillar""]"
plenoptical,"[""plenoptic""]"
metanephrine,"[""metadrenaline""]"
disapprobation,"[""blame"", ""condemnation"", ""disapproval""]"
spleno,"[""lieno""]"
dwell,"[""abide"", ""consist"", ""brood"", ""harp"", ""inhabit"", ""lie"", ""live""]"
metal,"[""metallic"", ""alloy""]"
kalao,"[""kalaotoa""]"
kymograph,"[""cymograph""]"
marines,"[""usmc""]"
backer,"[""sponsor"", ""angel""]"
foreseeable,"[""measurable"", ""predictable"", ""unsurprising""]"
pitocin,"[""oxytocin""]"
tao,"[""zen"", ""taoist""]"
nonthreatening,"[""unthreatening""]"
lasso,"[""lariat"", ""reata"", ""riata"", ""rope""]"
lageman,"[""lawman""]"
delawarean,"[""delawarian""]"
vamamarga,"[""vamachara""]"
cydippidea,"[""cydippida""]"
unsteady,"[""precarious"", ""unfirm"", ""weak""]"
putridness,"[""putridity"", ""putrescence""]"
lawman,"[""lageman"", ""lawspeaker""]"
nonflavoured,"[""nonflavored"", ""unflavored"", ""unflavoured""]"
pictel,"[""pixel""]"
presence,"[""front"", ""bearing""]"
whereto,"[""whither""]"
disconnection,"[""disconnect"", ""gulf"", ""disjunction"", ""disunion"", ""interruption"", ""separation""]"
splashback,"[""backsplash""]"
unthinkably,"[""unimaginably""]"
germination,"[""sprouting""]"
virginity,"[""maidenhood""]"
ebon,"[""ebony"", ""marshallese""]"
abscond,"[""absquatulate"", ""bolt"", ""decamp""]"
paste,"[""spread"", ""glue""]"
lesvos,"[""lesbos""]"
foraminifer,"[""foram"", ""foraminiferan""]"
har,"[""hinge""]"
centuria,"[""century""]"
yessir,"[""yowzah""]"
fungal,"[""fungous""]"
labyrinth,"[""maze""]"
psychopathologic,"[""psychopathological""]"
suburbian,"[""suburbanite""]"
parge,"[""parging""]"
asperger,"[""sperglord""]"
surinam,"[""suriname""]"
hubristic,"[""hubrid""]"
spetum,"[""ranseur""]"
karttika,"[""kartik""]"
pour,"[""pelt"", ""shink"", ""decant"", ""pullulate"", ""stream"", ""swarm"", ""teem""]"
motmot,"[""momot""]"
olla,"[""ola""]"
ownerless,"[""unowned""]"
desperation,"[""despair""]"
oker,"[""usury""]"
comprehend,"[""perceive"", ""embrace"", ""encompass"", ""grasp"", ""twig""]"
dearth,"[""famine"", ""paucity"", ""lack"", ""scarcity"", ""shortage"", ""want""]"
thesaurus:idiot,"[""moron""]"
aah,"[""hrm"", ""ooh""]"
properispomenon,"[""properispomenal""]"
assuan,"[""aswan""]"
retort,"[""comeback"", ""rejoin"", ""repay"", ""rejoinder"", ""return"", ""riposte""]"
pulicous,"[""pulicose""]"
completing,"[""complementary""]"
betaorcin,"[""xylorcin""]"
escritoire,"[""bureau"", ""secretary""]"
unusual,"[""different"", ""strange""]"
eyrie,"[""aerie""]"
inoffensive,"[""benign"", ""innoxious"", ""peaceable"", ""unoffending""]"
publically,"[""publicly""]"
homeliness,"[""dowdiness"", ""plainness""]"
goniometric,"[""goniometrical""]"
acuate,"[""needlelike""]"
puritanical,"[""puritan"", ""puritanic"", ""strict""]"
happenable,"[""feasible"", ""occurable""]"
balusters,"[""bannister""]"
emotionalism,"[""emotionality""]"
ultrapatriotic,"[""jingoistic""]"
sir,"[""john"", ""mate""]"
monographer,"[""monographist""]"
subaquatic,"[""subaqueous"", ""underwater"", ""semiaquatic"", ""submerged"", ""submersed""]"
gall,"[""bile"", ""enation"", ""nutgall"", ""crust"", ""resentment"", ""chafe"", ""irk"", ""nerve""]"
objurgation,"[""chiding""]"
ganoin,"[""ganoine""]"
someone,"[""anybody"", ""somebody"", ""person""]"
lading,"[""freight"", ""loading"", ""cargo""]"
dilater,"[""dilator""]"
amateur,"[""amateurish"", ""recreational"", ""dabbler"", ""dilettante"", ""avocational"", ""beginner"", ""enthusiast"", ""novice"", ""prosumer""]"
infallibleness,"[""infallibility""]"
infrequent,"[""occasional""]"
doty,"[""dozy""]"
lean,"[""angle"", ""deficient"", ""skimpy"", ""thin"", ""tilt"", ""sizzurp"", ""list"", ""tend"", ""rest"", ""slant"", ""tip""]"
hypolipemia,"[""hypolipidemia""]"
stp,"[""s.t.p""]"
retrogressive,"[""retrograde""]"
rot,"[""disease"", ""putrefy"", ""decomposition"", ""bunk"", ""putrefaction"", ""waste"", ""decompose""]"
forswear,"[""abandon"", ""abjure"", ""perjure"", ""renounce""]"
defamation,"[""calumniation"", ""calumny"", ""aspersion"", ""vilification"", ""detractor"", ""libel"", ""obloquy"", ""traducement""]"
inconsolable,"[""disconsolate"", ""unconsolable"", ""unassuageable""]"
promonocytic,"[""premonocytic""]"
fain,"[""disposed"", ""gladly"", ""inclined"", ""prepared""]"
nonperceiving,"[""unperceiving""]"
stooshie,"[""fracas""]"
chiliastic,"[""millenarian""]"
skylark,"[""frolic""]"
aromaticity,"[""aromaticness""]"
incased,"[""encased""]"
unjaded,"[""noncynical"", ""nonjaded""]"
imbalanced,"[""unbalanced""]"
dullness,"[""bluntness"", ""obtuseness""]"
colon,"[""aspinwall""]"
digitate,"[""fingerlike""]"
innumerableness,"[""countlessness""]"
airline,"[""airway""]"
ossuary,"[""bonehouse""]"
gayful,"[""gaysome""]"
mammee,"[""mamey"", ""sapote""]"
lulogooli,"[""luragooli""]"
organographist,"[""organographer""]"
octopian,"[""octopean""]"
behedge,"[""betine"", ""bound"", ""curtail"", ""impede"", ""curb""]"
granted,"[""admittedly"", ""given""]"
sunspot,"[""macula""]"
bcg,"[""bcd""]"
pentothal,"[""thiopental""]"
cursed,"[""accursed"", ""harpyish"", ""unredeemed"", ""curst""]"
painting,"[""picture""]"
superdisciplined,"[""hyperdisciplined""]"
divagation,"[""diversion"", ""digression""]"
illiberality,"[""illiberalism""]"
majuscule,"[""capital"", ""great""]"
corythosaur,"[""corythosaurus""]"
projectile,"[""missile"", ""rocket""]"
doer,"[""actor""]"
repercussions,"[""fallout""]"
boeuf,"[""beef""]"
reverend,"[""revd"", ""clergyman"", ""sublime""]"
rubbing,"[""friction""]"
see,"[""ascertain"", ""assure"", ""check"", ""consider"", ""control"", ""ensure"", ""escort"", ""insure"", ""reckon"", ""regard"", ""behold"", ""follow"", ""interpret"", ""learn"", ""understand"", ""determine"", ""visualize"", ""meet"", ""examine"", ""experience"", ""watch"", ""witness"", ""attend"", ""visit"", ""sight"", ""view"", ""well""]"
tatty,"[""ratty"", ""shabby"", ""gimcrack""]"
needlessness,"[""gratuitousness""]"
provoked,"[""aggravated""]"
sane,"[""reasonable""]"
ulama,"[""ulema""]"
ankylosis,"[""anchylosis""]"
subsequency,"[""subsequence""]"
kissle,"[""besmooch""]"
grovy,"[""sylvan""]"
orientation,"[""predilection""]"
maiko,"[""geisha""]"
fixings,"[""garnish"", ""trimmings"", ""ingredient""]"
unmalicious,"[""maliceless""]"
apprecihate,"[""resent""]"
acephalous,"[""acephalic""]"
bioprobe,"[""biosensor""]"
niggerspeak,"[""niggerbabble"", ""niggerese""]"
writing,"[""authorship"", ""composition"", ""penning""]"
banaras,"[""varanasi""]"
cetostearyl,"[""cetearyl"", ""cetylstearyl""]"
unburden,"[""disburden""]"
intramodular,"[""intramodule""]"
pesantren,"[""pesantran""]"
teletype,"[""teleprinter"", ""tty""]"
larcenist,"[""larcener""]"
sulfuric,"[""sulphuric""]"
reata,"[""lasso""]"
melene,"[""melissene"", ""melissylene""]"
unmotorized,"[""motorless"", ""unmotorised""]"
empurple,"[""purple""]"
dionysian,"[""dionysiac""]"
hundredweight,"[""cental"", ""centner"", ""cwt"", ""doppelzentner"", ""quintal""]"
airborne,"[""windborne""]"
theologic,"[""theological""]"
dogophile,"[""cynophile""]"
butterfingered,"[""bumbling"", ""bungling"", ""handless""]"
harangue,"[""address"", ""admonish"", ""orate"", ""polemic"", ""rant"", ""ranting""]"
cerebration,"[""thinking""]"
religiously,"[""conscientiously"", ""sacredly""]"
misclassify,"[""miscategorize""]"
intestableness,"[""intestability""]"
beguiler,"[""charmer"", ""deceiver""]"
gosh,"[""blimey"", ""gee"", ""golly"", ""omg""]"
copeck,"[""kopek""]"
buckyball,"[""buckminsterfullerene""]"
grockle,"[""dude""]"
rhinoceros,"[""rhino""]"
doc,"[""doctor""]"
polska,"[""poland""]"
serif,"[""seriph""]"
nontraditional,"[""untraditional""]"
vitellus,"[""yolk""]"
uracil,"[""u""]"
leafy,"[""foliated""]"
paraterraforming,"[""paraterraformation""]"
leukocyanidin,"[""proanthocyanidin""]"
ceilinged,"[""ceiled""]"
shellproof,"[""bombproof""]"
groyne,"[""breakwater""]"
gossiply,"[""gossipy""]"
considerateness,"[""consideration""]"
golfer,"[""linksman""]"
moan,"[""complain"", ""groan""]"
testicleless,"[""ballless""]"
ds,"[""decisecond"", ""darmstadtium""]"
unambiguity,"[""unequivocalness""]"
divide,"[""allot"", ""apportion"", ""detach"", ""disengage"", ""dissever"", ""distribute"", ""disunite"", ""diverge"", ""gap"", ""watershed"", ""part"", ""separate"", ""fraction"", ""portion"", ""split""]"
zeaxanthin,"[""e161h""]"
decigram,"[""decigramme"", ""dg""]"
mammalian,"[""mammal""]"
mill,"[""grinder"", ""factory"", ""permille"", ""grind"", ""roam"", ""burn""]"
impure,"[""imperfect"", ""unpure"", ""unclean"", ""mixed"", ""tainted""]"
periacinal,"[""periacinous""]"
quahog,"[""quahaug""]"
lyophilise,"[""lyophilize""]"
boreal,"[""northern"", ""septentrional"", ""circumboreal"", ""borean"", ""north""]"
argentic,"[""argentous""]"
bororo,"[""boe""]"
clownophobia,"[""bozophobia""]"
tetrahydrocannabinol,"[""thc""]"
characterless,"[""insipid"", ""nondescript""]"
bucharest,"[""bucharesti"", ""bucuresti""]"
nona,"[""ennea""]"
arms,"[""weaponry""]"
ceaselessness,"[""continuousness""]"
rubicund,"[""florid"", ""ruddy"", ""sanguine""]"
balancing,"[""reconciliation""]"
adaptability,"[""use""]"
uncoiled,"[""straight""]"
symbolise,"[""symbolize"", ""typify""]"
sylphic,"[""sylphlike""]"
farsighted,"[""hyperopic"", ""foresightful"", ""presbyopic""]"
wavy,"[""crinkled""]"
unnameable,"[""ineffable"", ""unspeakable"", ""unutterable""]"
misalign,"[""dealign""]"
human,"[""earthling"", ""mannish"", ""homo"", ""man""]"
covetingly,"[""covetously""]"
footsure,"[""surefooted""]"
insulation,"[""detachment"", ""insularism"", ""insularity""]"
workmanship,"[""craftsmanship"", ""craft""]"
tactic,"[""maneuver"", ""manoeuvre"", ""tactics""]"
tuvinian,"[""tuvan""]"
outsending,"[""transmission""]"
detest,"[""loathe"", ""hate"", ""disgust""]"
biological,"[""biologic"", ""birth"", ""natural""]"
wahabi,"[""wahhabi""]"
depiction,"[""delineation"", ""depicting"", ""portrayal""]"
garth,"[""kindred""]"
lpn,"[""lpwan""]"
absolved,"[""exculpated""]"
aeroembolism,"[""bends""]"
saprotroph,"[""saprobe""]"
tribadism,"[""scissoring"", ""trib"", ""tribbing""]"
alias,"[""pseudonym"", ""aka"", ""k""]"
paucibacterial,"[""paucimicrobial""]"
unharmed,"[""scathless"", ""unscathed""]"
nosferatu,"[""vampire""]"
glamorization,"[""glamorisation"", ""glamourisation"", ""glamourization""]"
saltpeter,"[""nitromagnesite"", ""salpetre"", ""saltpetre""]"
evolution,"[""development"", ""phylogenesis"", ""phylogeny""]"
legitimatize,"[""legalize""]"
hewn,"[""hewed""]"
poignant,"[""distressing"", ""affecting"", ""sad""]"
enlighten,"[""edify"", ""apprise"", ""illumine"", ""clear"", ""irradiate""]"
trump,"[""flatulate"", ""ruff"", ""top"", ""cornet"", ""surpass"", ""outsmart"", ""outdo""]"
euclidian,"[""euclidean""]"
beano,"[""lotto""]"
lepidoptery,"[""lepidopterology""]"
beefcake,"[""hunk""]"
glutted,"[""full"", ""overfull""]"
projects,"[""jects""]"
zidovudine,"[""azidothymidine""]"
pricelessness,"[""invaluableness""]"
seventh,"[""7th""]"
zari,"[""zariwa""]"
unspiced,"[""spiceless""]"
masker,"[""confuse"", ""masquerader""]"
potterhead,"[""potterholic"", ""potterite"", ""pottermaniac"", ""potterphile""]"
piercingly,"[""bitingly"", ""shrilly""]"
malawi,"[""nyasaland""]"
inhabitable,"[""habitable""]"
tarrying,"[""delay""]"
flaccidity,"[""flabbiness""]"
parsonical,"[""parsonic""]"
alphabetical,"[""alphabetic""]"
importantly,"[""significantly"", ""pressingly""]"
fastidiousness,"[""preciosity""]"
boneless,"[""weak""]"
insipidness,"[""insipidity"", ""blandness"", ""boringness""]"
siderite,"[""chalybite""]"
usmc,"[""marines""]"
conversational,"[""collocutor"", ""colloquial""]"
ensure,"[""see"", ""guarantee""]"
p2p,"[""phenylacetone""]"
hound,"[""bug"", ""chiack"", ""dog"", ""fiend"", ""cad"", ""hunt"", ""pester"", ""trace""]"
weaponed,"[""equipped""]"
thud,"[""thump"", ""flump"", ""crump""]"
protectrix,"[""protectress""]"
negatron,"[""electron""]"
heathen,"[""gentile"", ""uncivilized"", ""heathenish"", ""barbarian"", ""idolater"", ""pagan"", ""infidel""]"
clusterbùrach,"[""cluster"", ""clusterfuck"", ""omnishambles""]"
bluegill,"[""sunperch""]"
gumph,"[""gumption""]"
extemporization,"[""extemporisation"", ""improvisation""]"
islamic,"[""muslim"", ""islamitish""]"
electrocardiogram,"[""cardiogram"", ""ecg"", ""ekg""]"
nyasaland,"[""malawi""]"
seeing,"[""sighted"", ""eyesight""]"
leanness,"[""meagerness"", ""spareness"", ""thinness""]"
impoverish,"[""deprive"", ""deplete"", ""retard"", ""ruin"", ""weaken""]"
pinpoint,"[""nail"", ""speck""]"
hill,"[""gradient"", ""mound"", ""lump""]"
reminiscence,"[""recollection"", ""remembrance"", ""recall""]"
unsnarled,"[""disentangled""]"
lagniappe,"[""brotus"", ""gratuity"", ""pasella"", ""tilly""]"
heald,"[""heddle""]"
retiree,"[""pensioner""]"
endoclitic,"[""mesoclitic""]"
diglot,"[""bilingual""]"
oppression,"[""oppressiveness"", ""subjugation""]"
archaeon,"[""archaebacterium""]"
fairyland,"[""faerie"", ""faery"", ""dreamworld""]"
motivity,"[""locomotion""]"
problem,"[""ennui"", ""job"", ""case"", ""challenge"", ""trouble""]"
embellish,"[""adorn"", ""beautify"", ""deck"", ""decorate"", ""grace"", ""ornament"", ""prettify"", ""embroider""]"
sealing,"[""waterproofing""]"
earthing,"[""grounding""]"
masculonucleus,"[""arsenoblast""]"
multisulcate,"[""multigrooved""]"
drawback,"[""disbenefit"", ""abatement"", ""allowance"", ""deduction"", ""defect"", ""deficiency"", ""detriment"", ""disadvantage"", ""imperfection"", ""rebate"", ""reduction""]"
panoche,"[""penuche""]"
pyknic,"[""endomorphic""]"
hygiea,"[""hygeia""]"
isometric,"[""cubic"", ""isometrical""]"
bielorussian,"[""belarusian""]"
tiredly,"[""wearily""]"
stir,"[""agitate"", ""budge"", ""disturb"", ""move"", ""poke"", ""shift"", ""bustle"", ""splash"", ""incite"", ""raise"", ""stimulate"", ""touch"", ""arouse"", ""tintillate""]"
yielder,"[""surrenderer""]"
glioblastoma,"[""spongioblastoma""]"
crenulated,"[""crenulate""]"
shorebird,"[""wader""]"
sigmoid,"[""sigmoidal""]"
horsehead,"[""moonfish""]"
moobs,"[""gynecomastia""]"
putery,"[""putage""]"
caterwaul,"[""yowl""]"
tarmacadam,"[""macadam"", ""tarmac""]"
reasoning,"[""ratiocination"", ""rationale"", ""rationalization"", ""intelligent""]"
electroglottograph,"[""egg"", ""laryngograph""]"
tubing,"[""tube""]"
quandary,"[""perplexity"", ""uncertainty"", ""dilemma"", ""predicament""]"
overlive,"[""survive""]"
amto,"[""ki""]"
blessed,"[""beatified"", ""hallowed"", ""revered"", ""goddamned"", ""blest"", ""sainted"", ""yblessed""]"
horizontalism,"[""horizontalidad""]"
indubitably,"[""doubtless"", ""indeed"", ""undoubtably"", ""undoubtedly""]"
thundercloud,"[""stormcloud"", ""cumulonimbus""]"
druthers,"[""preference""]"
junket,"[""excursion"", ""banquet"", ""gallivant"", ""feast"", ""junketeer""]"
broil,"[""bake"", ""broiling"", ""burn"", ""feud"", ""grilling""]"
unperceptive,"[""unperceiving""]"
sensory,"[""sensorial"", ""sensely"", ""centripetal"", ""sensational""]"
defiantly,"[""contumaciously""]"
selfhood,"[""identity""]"
exaltone,"[""cyclopentadecanone""]"
bovate,"[""oxgang""]"
ambush,"[""ambuscade"", ""bushwhack"", ""lurk"", ""scupper"", ""trap"", ""waylay""]"
bespittle,"[""bespawl""]"
notebook,"[""laptop"", ""notepad"", ""scribbler""]"
staggerer,"[""reeler"", ""totterer""]"
transudate,"[""transudation""]"
lxxxviii,"[""88""]"
refrain,"[""abstain"", ""chorus"", ""forbear"", ""cease""]"
thievery,"[""larceny""]"
erne,"[""ern""]"
practitioner,"[""practician""]"
peireskia,"[""pereskia""]"
cliffgreen,"[""paxistima""]"
obnoxiously,"[""objectionably""]"
glossology,"[""glottology"", ""linguistics""]"
breathplay,"[""asphyxiophilia""]"
lepidopterist,"[""lepidopterologist""]"
mopes,"[""dumps""]"
sepaline,"[""sepaloid""]"
slat,"[""spline""]"
labiate,"[""liplike""]"
printshop,"[""printery""]"
hush,"[""hist"", ""quieten"", ""shh"", ""shush"", ""silence"", ""still"", ""stillness""]"
undesired,"[""unsought""]"
tractoration,"[""perkinism""]"
nothing,"[""aught"", ""cipher"", ""cypher"", ""nada"", ""naught"", ""nil"", ""nix"", ""consequence"", ""nought"", ""null"", ""zero"", ""zilch"", ""zip"", ""zippo""]"
weatherworn,"[""weathered""]"
prominently,"[""conspicuously""]"
rapturously,"[""rhapsodically""]"
extrusively,"[""projectingly""]"
mtso,"[""msc""]"
periodontal,"[""periodontic""]"
utile,"[""hedon"", ""useful""]"
nurchen,"[""jurchen""]"
ascribe,"[""arrogate"", ""attribute"", ""impute""]"
milliequivalent,"[""meq""]"
